CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI
C0423899	Above average intellect	14.0	0.875	1.6355	0.0	1.8692	0.0	0.1168	0.0	T033
C1820635	Difficulty staying on task	14.0	0.7	1.6355	0.1168	2.3364	0.1168	0.1168	0.1168	T033
C0686347	Dyskinesia tardive	13.75	2.0625	6.4252	0.4673	2.3364	0.3505	0.0	0.0	T047
C1839750	Repetitive, self-stimulatory behavior using upper limbs	13.6	0.68	7.9439	0.5841	2.3364	0.0	0.0	0.0	T033
C0231401	Mild anxiety	13.5	0.871	3.1542	0.1168	3.6215	0.0	0.2336	0.0	T033
C0080274	Urinary Retention	13.4423	1.1888	27.2196	0.4673	22.8972	0.4673	1.5187	0.3505	T033
C0012734	disruptive behavior disorders	13.0	1.2381	1.5187	0.1168	2.4533	0.2336	0.1168	0.0	T048
C0679190	defensive behavior	13.0	1.8571	1.5187	0.0	0.8178	0.0	0.1168	0.0	T055
C0260717	Encounter due to sensory problem of head	13.0	5.2	1.5187	0.1168	0.5841	0.2336	0.0	0.0	T033
C3810448	Cogwheel rigidity (in some patients)	13.0	1.1818	1.5187	0.0	1.285	0.0	0.1168	0.0	T033
C2095574	discussed concerns about increasing independence	13.0	1.2381	3.0374	0.0	2.4533	0.1168	0.2336	0.0	T058
C4036058	Too high	13.0	1.8571	1.5187	0.1168	0.8178	0.0	0.0	0.0	T033
C0011757	coordination; developmental disorder	13.0	0.619	1.5187	0.0	2.4533	0.0	0.0	0.0	T048
C3553204	Speech and language regression	13.0	2.1667	1.5187	0.0	0.7009	0.1168	0.0	0.0	T033
C2135992	reported abnormal prostate antigen blood test	13.0	1.8571	1.5187	0.0	0.8178	0.0	0.1168	0.0	T033
C2673430	Developmental delay, progressive	13.0	1.8571	1.5187	0.1168	0.8178	0.0	0.1168	0.0	T033
C1276389	Special needs support	13.0	3.25	1.5187	0.0	0.4673	0.1168	0.0	0.0	T058
C2711140	No longer drives a car	13.0	0.9286	1.5187	0.0	1.6355	0.0	0.0	0.0	T033
C0556279	Personal care impairment	13.0	0.8125	1.5187	0.0	1.8692	0.0	0.1168	0.0	T033
C1387808	anxiety; condition not demonstrated, problem	13.0	1.0	1.5187	0.1168	1.5187	0.0	0.1168	0.0	T033
C0237600	Escape Behavior (Animal)	13.0	2.6	1.5187	0.0	0.5841	0.0	0.0	0.0	T055
C0233548	Intermittent explosive outburst	13.0	3.25	1.5187	0.1168	0.9346	0.2336	0.0	0.0	T048
C0427620	Blood group A (finding)	13.0	3.25	1.5187	0.1168	0.4673	0.0	0.0	0.0	T033
C0011768	developmental receptive language disorder	13.0	1.3	1.5187	0.0	1.1682	0.0	0.0	0.0	T048
C4082102	Able to control portion size	13.0	1.625	1.5187	0.0	0.9346	0.0	0.0	0.0	T033
C0424659	Percentage change in weight	13.0	3.0	0.0	0.0	0.1168	0.3505	0.0	1.5187	T033
C1303139	Delayed onset of sleep	12.6667	0.5758	4.4393	0.3505	2.5701	0.1168	0.0	0.0	T033
C0558024	Functional behavioral assessment	12.625	0.4073	11.7991	0.9346	7.243	0.2336	0.0	0.0	T058
C0241703	High-pitched voice	12.5	1.4706	2.9206	0.2336	1.986	0.2336	0.0	0.0	T033
C1705242	Different	12.5	3.125	5.8411	0.4673	4.2056	1.0514	0.1168	0.1168	T080
C2712405	Trampoline (activity)	12.5	0.625	2.9206	0.2336	2.3364	0.0	0.1168	0.0	T056
C0564474	level anxiety	12.5	0.5952	2.9206	0.2336	2.4533	0.1168	0.1168	0.0	T033
C0740175	Before values	12.5	0.9615	2.9206	0.0	3.0374	0.0	0.2336	0.1168	T080
C0681406	Kindergarten Completion	12.4762	1.213	15.3037	0.8178	12.6168	0.8178	0.3505	0.2336	T033
C0679046	attention spans	12.4706	0.6928	12.3832	1.986	8.4112	0.9346	0.1168	0.2336	T041
C0858853	impulsive aggression	12.3333	3.0833	4.3224	0.3505	1.4019	0.3505	0.0	0.0	T048
C1299392	Mild-to-moderate	12.1429	2.2368	9.9299	0.0	8.8785	0.2336	0.8178	0.0	T080
C3551741	Constipation (in some patients)	12.0	1.2	1.4019	0.1168	1.1682	0.0	0.0	0.0	T033
C0743360	ear infection recurrent	12.0	0.9231	1.4019	0.1168	1.5187	0.0	0.0	0.0	T033
C0811727	Obtain a pertinent medical history	12.0	0.9231	1.4019	0.0	1.5187	0.0	0.0	0.0	T058
C2215628	affect silly	12.0	0.5714	2.8037	0.2336	2.4533	0.1168	0.1168	0.0	T033
C0264611	Phonation Apraxias	12.0	2.25	1.4019	0.0	1.8692	0.3505	0.0	0.0	T047
C1291043	Sensation related to thoracic organ	12.0	3.0	1.4019	0.0	0.4673	0.0	0.1168	0.0	T033
C0562443	Maladaptive behavior	12.0	3.5294	1.4019	0.1168	1.986	0.5841	0.0	0.0	T033
C0237304	Noisy respiration	12.0	0.75	1.4019	0.0	1.8692	0.1168	0.1168	0.0	T033
C0150177	vision therapy	12.0	0.8889	2.8037	0.2336	3.1542	0.2336	0.1168	0.0	T058
C1856937	Slow weight gain	12.0	1.44	2.8037	0.2336	2.9206	0.3505	0.0	0.0	T033
C0085421	Drug Monitoring	12.0	3.0	1.4019	0.1168	0.4673	0.0	0.0	0.0	T058
C1171217	Sexual behaviour analysis	12.0	1.0	1.4019	0.0	1.4019	0.0	0.0	0.0	T058
C0003910	Articulation Disorders	12.0	0.9231	1.4019	0.0	1.5187	0.1168	0.0	0.0	T048
C0858249	Increased agitation	12.0	0.8	5.6075	0.2336	3.5047	0.1168	0.2336	0.0	T033
C0085232	zenkers diverticulum	12.0	12.0	1.4019	0.0	0.0	0.0	0.0	0.0	T047
C3280311	Trigger deformity of the fingers	12.0	3.0	1.4019	0.0	0.4673	0.0	0.0	0.0	T033
C1821758	Makes appropriate environmental modifications	12.0	0.8571	1.4019	0.0	1.6355	0.0	0.0	0.0	T033
C0871899	Self Handicapping Strategy	12.0	1.5	1.4019	0.0	0.9346	0.0	0.0	0.0	T055
C0436343	Symptom mild	12.0	1.7143	1.4019	0.0	1.6355	0.2336	0.0	0.0	T033
C0234771	clearing throat	12.0	5.1429	1.4019	0.0	0.8178	0.3505	0.0	0.0	T033
C3843059	A lot more sleepy	12.0	1.7143	1.4019	0.0	0.8178	0.0	0.1168	0.0	T033
C0020578	Hyperventilation, NOS	12.0	2.6667	1.4019	0.1168	1.0514	0.2336	0.1168	0.0	T033
C0946113	Hearing:behavior	12.0	4.0	0.4673	0.0	0.1168	0.0	0.1168	0.3505	T055
C0037090	respiratory signs symptoms	12.0	1.5	0.7009	0.0	1.4019	0.3505	0.1168	0.2336	T184
C4015148	Subtle foveal changes	12.0	6.0	1.4019	0.1168	0.4673	0.2336	0.1168	0.0	T033
C4274555	Difficulty using pragmatics in communication	12.0	1.5	1.4019	0.0	0.9346	0.0	0.0	0.0	T033
C3280362	Anxiety (in some patients)	11.6667	2.7632	8.1776	0.0	8.8785	0.3505	1.4019	0.2336	T033
C0018965	haematuria	11.6667	2.3333	0.8178	0.3505	1.285	1.285	0.1168	0.5841	T047
C3840214	High-functioning autism	11.5833	0.6715	16.2383	0.7009	8.0607	0.2336	0.2336	0.0	T048
C3248582	Mild obstructive sleep apnea (apnea hypopnea index (ahi) or respiratory disturbance index (rdi) of less than 15)	11.5	1.15	2.6869	0.1168	2.3364	0.0	0.2336	0.0	T033
C0586553	Raised TSH level	11.5	0.8214	2.6869	0.2336	1.6355	0.0	0.1168	0.1168	T033
C0026106	mental retardation mild	11.5	0.92	2.6869	0.2336	2.9206	0.2336	0.1168	0.0	T048
C0577474	Difficulty engaging in a hobby	11.3333	2.0	3.972	0.0	1.986	0.0	0.3505	0.0	T033
C0028768	Obsessive Compulsive Disorder	11.3077	0.8698	11.4486	1.5187	9.1121	1.0514	0.2336	0.3505	T048
C2127323	emotional problems or concerns	11.2	5.7143	0.9346	0.0	0.8178	0.5841	0.5841	0.8178	T184
C1408674	development; test	11.0417	2.2458	30.9579	0.4673	20.6776	0.7009	0.7009	0.0	T058
C0563243	poor coordination	11.0	1.2222	1.285	0.0	1.0514	0.0	0.1168	0.0	T033
C0042531	Verbal Learning	11.0	0.8462	1.285	0.0	1.5187	0.1168	0.0	0.0	T041
C4064035	social interaction impairment in social/emotional reciprocity	11.0	1.375	1.285	0.0	0.9346	0.0	0.0	0.0	T033
C3552907	Emotional lability (in some)	11.0	1.0	1.285	0.0	1.285	0.0	0.0	0.0	T033
C0021228	Individuality	11.0	2.75	1.285	0.1168	0.4673	0.1168	0.0	0.0	T054
C1837385	poor growth	11.0	3.0	1.285	0.1168	1.285	0.3505	0.1168	0.0	T033
C1849160	Obsessive tendencies	11.0	1.0	1.285	0.0	1.285	0.0	0.1168	0.0	T033
C0421243	Gout associated problem	11.0	1.375	1.285	0.0	0.9346	0.0	0.0	0.0	T033
C0870091	Academic Grade Level	11.0	2.75	1.285	0.1168	0.9346	0.2336	0.0	0.0	T080
C1948101	difficulty with toileting activities	11.0	2.75	1.285	0.0	0.4673	0.0	0.0	0.0	T033
C0475222	Ritualistic behavior (qualifier value)	11.0	2.2	1.285	0.1168	0.5841	0.0	0.0	0.1168	T080
C1847610	Deficit in expressive language	11.0	0.5789	1.285	0.1168	2.2196	0.0	0.1168	0.0	T033
C0683653	Social issues	11.0	1.1	1.285	0.0	1.1682	0.1168	0.0	0.0	T054
C0205423	Certain (qualifier value)	11.0	1.0	3.8551	0.1168	3.8551	0.1168	0.3505	0.0	T080
C2984078	A little bit	11.0	0.3793	3.8551	0.3505	3.3879	0.0	0.0	0.0	T033
C0424639	Height / growth measure	11.0	1.1	1.285	0.1168	1.1682	0.1168	0.1168	0.0	T033
C0009460	COMMUNICATION IMPAIRMENT	11.0	0.7333	1.285	0.0	1.7523	0.1168	0.0	0.0	T048
C0877407	Paradoxical drug reaction	11.0	2.75	1.285	0.1168	0.4673	0.1168	0.0	0.0	T033
C2678248	Mood instability	11.0	3.6667	1.285	0.1168	0.7009	0.2336	0.0	0.0	T033
C0517101	kicks a ball	11.0	1.8333	1.285	0.0	0.7009	0.1168	0.0	0.0	T033
C1135957	Narration	11.0	1.375	1.285	0.0	0.9346	0.0	0.0	0.0	T054
C3554395	Difficulties in fine movement of the hands	11.0	11.0	1.285	0.0	0.1168	0.0	0.0	0.0	T033
C0871226	Reciprocity	11.0	1.65	2.5701	0.2336	2.3364	0.3505	0.0	0.0	T054
C3146223	Self Awareness	11.0	1.2222	1.285	0.0	1.0514	0.0	0.1168	0.0	T041
C0023013	development language	11.0	0.5238	1.285	0.0	2.4533	0.1168	0.0	0.0	T041
C0332268	LACK	11.0	1.8333	1.285	0.0	0.7009	0.1168	0.0	0.0	T080
C0517116	Pedals a riding toy	11.0	1.2222	1.285	0.1168	1.0514	0.0	0.0	0.0	T033
C0178494	avoidance behaviour	11.0	0.7857	1.285	0.0	1.6355	0.1168	0.1168	0.0	T041
C0239978	Defecation frequency increased	11.0	1.5714	1.285	0.0	0.8178	0.1168	0.1168	0.0	T033
C4036320	A lot of difficulty	11.0	1.0	1.285	0.0	1.285	0.0	0.1168	0.0	T033
C0150637	Assessment.initial	11.0	1.5714	1.285	0.1168	0.8178	0.0	0.0	0.0	T033
C0563830	Does flush toilet	11.0	1.1	1.285	0.1168	1.1682	0.0	0.1168	0.0	T033
C2350169	Exercises, Warm-Up	11.0	0.6875	1.285	0.0	1.8692	0.0	0.1168	0.0	T056
C0040953	trichotillomania	11.0	1.375	1.285	0.1168	0.9346	0.1168	0.0	0.0	T048
C0086439	hypokinesia	11.0	0.8462	1.285	0.0	1.5187	0.1168	0.0	0.0	T033
C0681662	olympics	11.0	2.75	1.285	0.0	0.4673	0.0	0.0	0.0	T056
C0562551	shouting	11.0	1.2222	1.285	0.0	1.0514	0.0	0.0	0.0	T033
C1881704	Medical Device Break	10.5	0.5	2.4533	0.2336	2.4533	0.0	0.0	0.0	T033
C1145677	ability language	10.5	0.75	2.4533	0.2336	3.271	0.2336	0.0	0.1168	T041
C3842291	Over a few months	10.5	2.8	4.9065	0.0	3.5047	0.2336	0.4673	0.0	T033
C0278210	Problem of visual accommodation	10.5	1.8261	4.9065	0.2336	5.3738	0.4673	0.2336	0.0	T033
C0205252	immature	10.5	3.5	2.4533	0.2336	3.1542	1.0514	0.1168	0.0	T080
C3805556	Relative muscle weakness, especially in pelvic girdle	10.5	0.6176	2.4533	0.0	3.972	0.1168	0.2336	0.0	T033
C0085584	Encephalopathy	10.4	3.25	6.0748	0.1168	3.7383	0.2336	0.5841	0.0	T047
C0520966	Coordination abnormal NOS	10.3333	1.4091	3.6215	0.0	2.5701	0.0	0.3505	0.0	T033
C0028765	Obsessive Behaviors	10.0	2.5	2.3364	0.2336	0.9346	0.2336	0.0	0.0	T055
C0562454	Explosive behaviour	10.0	1.0	1.1682	0.0	1.1682	0.0	0.0	0.0	T033
C0871570	Verbal Comprehension	10.0	0.8333	1.1682	0.0	1.4019	0.0	0.0	0.0	T041
C4029444	das-ii composite score nonverbal reasoning	10.0	0.5882	1.1682	0.1168	1.986	0.0	0.0	0.0	T033
C0262405	dysfunction; cerebral	10.0	0.9091	1.1682	0.0	1.285	0.1168	0.1168	0.0	T047
C0263955	Thoroughpin	10.0	0.6667	1.1682	0.0	1.7523	0.0	0.1168	0.0	T047
C0150820	verbal communication	10.0	2.5	1.1682	0.1168	0.4673	0.1168	0.1168	0.0	T054
C0231170	Disability NOS	10.0	1.6981	4.6729	0.4673	6.1916	1.0514	0.0	0.0	T033
C2939186	Disturbance in mood, NOS	10.0	1.0	1.1682	0.1168	1.1682	0.0	0.1168	0.1168	T048
C0009488	comorbidities	10.0	2.0	1.1682	0.1168	0.5841	0.0	0.1168	0.0	T033
C0232770	nonfunctioning; gallbladder	10.0	5.0	1.1682	0.1168	0.2336	0.0	0.0	0.0	T033
C1510626	Phonemic Awareness	10.0	0.625	1.1682	0.0	1.8692	0.1168	0.1168	0.1168	T041
C0576456	Poor Feeding	10.0	1.25	1.1682	0.1168	0.9346	0.1168	0.1168	0.0	T033
C0558020	Baseline behavioural assessment	10.0	1.1111	1.1682	0.0	1.0514	0.0	0.0	0.0	T058
C0423726	High pain tolerance	10.0	0.7692	4.6729	0.2336	3.0374	0.1168	0.2336	0.0	T033
C0260860	Encounter due to Unspecified general medical examination	10.0	5.0	1.1682	0.0	0.2336	0.1168	0.0	0.0	T033
C0238677	APICAL IMPULSE INCREASE	10.0	0.4545	3.5047	0.3505	2.5701	0.1168	0.1168	0.0	T033
C0518198	Uses imagination during play activities	10.0	0.6667	3.5047	0.3505	1.7523	0.0	0.0	0.0	T033
C0233733	comprehension language	10.0	0.5556	1.1682	0.1168	2.1028	0.0	0.0	0.0	T041
C0454449	Sensory-perceptual alteration: input excess (finding)	10.0	1.1111	1.1682	0.1168	1.0514	0.0	0.0	0.0	T033
C2152924	discussed poor precaution awareness	10.0	3.3333	2.3364	0.2336	1.0514	0.3505	0.0	0.0	T058
C0472810	Post-splenectomy septicaemia	10.0	2.5	1.1682	0.1168	1.4019	0.3505	0.1168	0.0	T047
C0424563	Quality of sleep	10.0	2.0	1.1682	0.1168	0.5841	0.0	0.0	0.0	T033
C0205396	identified	10.0	0.9524	1.1682	0.1168	2.4533	0.2336	0.0	0.0	T080
C0036592	Self-care interventions	10.0	1.6667	1.1682	0.0	0.7009	0.1168	0.0	0.0	T056
C1268766	Blood pressure alteration (finding)	10.0	1.1111	1.1682	0.0	1.0514	0.0	0.0	0.0	T033
C1144866	Multi-disciplinary team	10.0	0.7143	1.1682	0.1168	1.6355	0.0	0.1168	0.0	T058
C2958079	rnax provide measures to decrease anxiety	10.0	2.0	1.1682	0.0	0.5841	0.0	0.1168	0.0	T058
C0423943	Impaired ability to learn new material	10.0	1.25	1.1682	0.0	0.9346	0.0	0.0	0.0	T033
C1513302	Mild Adverse Event	10.0	2.5	1.1682	0.1168	1.4019	0.3505	0.1168	0.1168	T033
C2018038	speech language echolalia	10.0	2.5	1.1682	0.0	0.4673	0.0	0.0	0.0	T033
C1827663	Difficulty maintaining relationships	10.0	0.5882	1.1682	0.0	1.986	0.0	0.1168	0.0	T033
C1322281	Rhinitis seasonal	10.0	3.75	1.1682	0.0	0.9346	0.3505	0.0	0.1168	T047
C0342970	Increased oxygen demand	10.0	3.3333	1.1682	0.1168	1.7523	0.5841	0.1168	0.0	T047
C2012645	growth parameters	10.0	0.7143	1.1682	0.0	1.6355	0.0	0.1168	0.0	T033
C2135977	number of high calorie snacks per day	10.0	0.5882	1.1682	0.1168	1.986	0.1168	0.0	0.0	T033
C0237314	irregular heart beats	10.0	1.25	1.1682	0.0	0.9346	0.1168	0.0	0.0	T033
C0858254	Complex partial seizures increased	10.0	1.1111	1.1682	0.1168	1.0514	0.1168	0.0	0.0	T047
C0852567	Suicidal and self-injurious behaviour	10.0	0.75	0.7009	0.3505	0.9346	0.3505	0.1168	0.5841	T048
C0436141	Brief nervous system examination	10.0	1.6667	2.3364	0.2336	0.7009	0.0	0.0	0.0	T058
C0870212	Body Awareness	10.0	2.8571	1.1682	0.0	0.8178	0.2336	0.1168	0.0	T041
C0233532	Maladaptive behavior associated with physical illness	10.0	1.1111	1.1682	0.0	1.0514	0.0	0.1168	0.0	T048
C0475177	Severely abnormal behaviour	10.0	2.0	1.1682	0.0	0.5841	0.0	0.0	0.0	T033
C0751900	Motor 'tics'	10.0	1.875	1.1682	0.1168	1.8692	0.3505	0.1168	0.0	T184
C0085880	Adaptive Behaviors	10.0	0.625	1.1682	0.0	1.8692	0.0	0.0	0.0	T055
C0741148	ANXIETY DEPRESSIVE COMPONENT	10.0	1.25	1.1682	0.1168	0.9346	0.0	0.0	0.0	T048
C0021147	incentive	10.0	1.1111	1.1682	0.1168	1.0514	0.1168	0.0	0.0	T080
C0199219	Inspection (procedure)	10.0	0.5556	1.1682	0.1168	2.1028	0.1168	0.1168	0.1168	T058
C2136033	plays musical instrument	10.0	2.5	1.1682	0.0	0.4673	0.0	0.0	0.0	T033
C2039355	symptoms recur in fall	10.0	1.6667	1.1682	0.1168	1.4019	0.2336	0.0	0.0	T033
C0042530	Behavior, Verbal	10.0	1.6667	1.1682	0.0	0.7009	0.0	0.0	0.0	T055
C3845594	Slight change	10.0	2.0	1.1682	0.0	0.5841	0.0	0.0	0.0	T033
C0026961	mydriasis	10.0	1.4286	1.1682	0.1168	0.8178	0.1168	0.0	0.0	T184
C0262926	medical history	10.0	2.5	0.2336	0.0	0.4673	0.5841	0.0	0.5841	T033
C0349391	Apraxia, Verbal	10.0	1.4286	1.1682	0.1168	0.8178	0.1168	0.1168	0.0	T048
C1969697	Repetitive compulsive behavior	10.0	0.6667	0.2336	0.1168	0.3505	0.1168	0.0	0.5841	T048
C0150632	impulse control	9.7692	0.9255	14.8364	1.5187	11.0981	1.0514	0.0	0.0	T055
C0015457	Expression, Facial	9.6	0.2341	5.6075	0.5841	4.7897	0.1168	0.1168	0.1168	T033
C1524119	Urinary	9.5	1.9	2.2196	0.2336	1.1682	0.2336	0.0	0.0	T080
C4230170	Autism spectrum disorder (ASD, 19%)	9.5	1.5	13.3178	0.4673	6.6589	0.3505	0.3505	0.0	T033
C0262376	anxiety; generalized	9.5	1.5833	2.2196	0.1168	2.8037	0.2336	0.4673	0.2336	T048
C0038273	stereotypic movement disorder	9.5	2.1111	2.2196	0.2336	1.0514	0.2336	0.0	0.0	T048
C1718229	Prefers change in daily routine	9.5	0.3276	4.4393	0.4673	3.3879	0.1168	0.0	0.0	T033
C1519814	Updated	9.5	0.5	2.2196	0.2336	2.2196	0.1168	0.0	0.0	T080
C0566003	difficulty communicating	9.5	0.6477	4.4393	0.4673	5.1402	0.3505	0.1168	0.0	T033
C0679179	planned and impulsive behavior	9.5	0.475	2.2196	0.2336	2.3364	0.1168	0.1168	0.0	T055
C0557378	Poor awareness of safety at work	9.4	0.6714	5.4907	0.5841	3.271	0.2336	0.1168	0.0	T033
C0566195	Difficulty directing attention	9.1667	0.7857	11.5654	1.0514	11.4486	0.8178	0.7009	0.5841	T033
C0679180	behavior plans	9.1429	0.9143	7.4766	0.8178	4.6729	0.4673	0.0	0.0	T055
C0339002	Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	9.125	2.0506	8.528	0.2336	10.3972	0.5841	0.4673	0.0	T048
C4273961	Rutter A Scale score	9.0	2.25	1.0514	0.0	0.4673	0.0	0.0	0.0	T033
C2050656	patch between the toes	9.0	2.25	1.0514	0.0	0.4673	0.1168	0.0	0.0	T033
C1855664	Severe constipation	9.0	1.8	1.0514	0.0	0.5841	0.0	0.1168	0.0	T033
C0850703	frequent fall	9.0	1.2857	1.0514	0.0	0.8178	0.0	0.0	0.0	T033
C1760428	Suicidal behavior	9.0	3.0	0.3505	0.0	0.7009	0.7009	0.1168	0.3505	T033
C0033211	Problem Solving (mental process)	9.0	0.5	1.0514	0.1168	2.1028	0.1168	0.1168	0.0	T041
C2128829	anxiety relieved by medication	9.0	0.8182	2.1028	0.2336	1.285	0.1168	0.1168	0.0	T184
C0870395	decoded	9.0	0.5294	1.0514	0.1168	1.986	0.1168	0.0	0.0	T041
C1960557	Sensory integration disorder	9.0	0.6429	1.0514	0.0	1.6355	0.1168	0.1168	0.0	T047
C2017986	spectacles services low vision aids video display unit	9.0	0.8182	2.1028	0.2336	1.285	0.0	0.0	0.0	T058
C1837849	Increased His-ventricular conduction time	9.0	1.0	2.1028	0.2336	1.0514	0.1168	0.1168	0.0	T033
C0332219	easy	9.0	1.2857	1.0514	0.1168	0.8178	0.0	0.0	0.0	T033
C2186517	reported previous medical disability	9.0	2.7	1.0514	0.0	1.1682	0.3505	0.0	0.0	T033
C0562714	Pulling out sutures	9.0	2.0	1.0514	0.1168	1.0514	0.2336	0.1168	0.0	T048
C2910517	Encounter for issue of other medical certificate	9.0	7.5	2.1028	0.2336	1.4019	1.1682	0.1168	0.0	T033
C2921140	Frontal lobe and executive function deficit	9.0	0.375	1.0514	0.1168	2.8037	0.0	0.0	0.0	T184
C0241379	thirst increased	9.0	3.0	1.0514	0.0	0.3505	0.0	0.0	0.0	T184
C4061375	Increase in anger	9.0	1.5	1.0514	0.0	0.7009	0.0	0.0	0.0	T033
C2937292	Social engagement	9.0	1.8	1.0514	0.1168	0.5841	0.1168	0.0	0.0	T033
C0517095	milestone: waves bye-bye	9.0	4.5	1.0514	0.1168	0.7009	0.3505	0.0	0.0	T033
C4021075	Moderate conductive hearing impairment	9.0	3.6	1.0514	0.0	0.5841	0.2336	0.1168	0.1168	T033
C4036057	Too low	9.0	1.125	1.0514	0.0	0.9346	0.1168	0.1168	0.0	T033
C1696701	Skin picking	9.0	1.5	1.0514	0.1168	0.7009	0.1168	0.0	0.0	T048
C0272302	Gray Platelet Syndrome	9.0	4.5	1.0514	0.1168	0.7009	0.3505	0.0	0.0	T047
C3550324	Psychomotor regression (in some)	9.0	1.8	1.0514	0.0	0.5841	0.0	0.0	0.0	T033
C1444748	Trigger	9.0	0.6429	1.0514	0.0	1.6355	0.0	0.1168	0.0	T080
C4062794	Alteration in mental status	9.0	2.5714	2.1028	0.0	0.8178	0.0	0.2336	0.0	T048
C1849643	Male pubertal voice change	9.0	1.5	1.0514	0.1168	0.7009	0.0	0.0	0.0	T033
C0474396	Sleep behaviour finding	9.0	1.0588	2.1028	0.2336	1.986	0.2336	0.0	0.0	T033
C0517258	Maintains attention	9.0	1.2857	1.0514	0.0	0.8178	0.1168	0.1168	0.0	T033
C2183452	difficulty understanding native language	9.0	0.6429	1.0514	0.1168	1.6355	0.1168	0.0	0.0	T033
C2963370	Ballistic movements of the arms or legs (swipes or swats)	9.0	9.0	1.0514	0.0	0.1168	0.0	0.0	0.0	T033
C0474408	Attention-seeking behavior	9.0	1.2857	1.0514	0.0	0.8178	0.1168	0.1168	0.0	T048
C0032646	Poor compliance	9.0	1.125	1.0514	0.0	0.9346	0.0	0.1168	0.0	T033
C2018048	speech nonverbal communication skills body language	9.0	1.8	1.0514	0.0	1.1682	0.2336	0.0	0.0	T033
C0085417	complex partial epilepsy	9.0	0.75	1.0514	0.0	1.4019	0.1168	0.0	0.1168	T047
C2106319	the current level of cognitive functioning	9.0	0.5625	1.0514	0.0	1.8692	0.1168	0.0	0.0	T033
C0423555	Firm pressure touch	9.0	4.5	1.0514	0.1168	0.4673	0.2336	0.0	0.0	T033
C0011849	Diabetes mellitus, NOS	9.0	4.5	1.0514	0.1168	0.7009	0.3505	0.1168	0.0	T047
C3539889	pelvic pain increasing in severity	9.0	3.0	1.0514	0.0	0.3505	0.0	0.1168	0.0	T184
C0565693	Ability to throw objects	9.0	2.25	1.0514	0.0	0.4673	0.0	0.1168	0.0	T033
C3532934	Mild expressive language delay	9.0	1.0	1.0514	0.0	1.0514	0.0	0.0	0.0	T048
C0751901	Vocal tics	9.0	2.7	2.1028	0.2336	1.1682	0.3505	0.0	0.0	T184
C0020505	HYPERPHAGIA	9.0	3.0	1.0514	0.1168	1.0514	0.3505	0.1168	0.0	T033
C0178733	loudness	9.0	0.9	1.0514	0.1168	1.1682	0.0	0.1168	0.0	T080
C0234183	Doll's head reflex	9.0	1.8	1.0514	0.0	0.5841	0.0	0.0	0.0	T033
C0578673	difficulty moving	9.0	1.8	1.0514	0.0	0.5841	0.1168	0.1168	0.0	T033
C3250036	milestone: calms self	9.0	3.0	1.0514	0.0	0.3505	0.0	0.0	0.0	T033
C2706674	Pressure injury risk by formal assessment	9.0	0.6923	1.0514	0.1168	1.5187	0.1168	0.1168	0.1168	T033
C2749233	Incomplete penetance of some features	9.0	3.0	1.0514	0.0	0.3505	0.0	0.0	0.0	T033
C4062408	Hyperfocused on activities	9.0	0.9	1.0514	0.1168	1.1682	0.0	0.0	0.0	T033
C0344352	Lactose-free diet (finding)	9.0	3.0	1.0514	0.0	0.3505	0.0	0.1168	0.0	T033
C0235198	Unable to concentrate	9.0	0.4286	1.0514	0.0	2.4533	0.0	0.1168	0.0	T033
C0945989	Communication with community resources.behavior	9.0	1.2857	1.0514	0.0	0.8178	0.0	0.0	0.0	T054
C0589402	Lack of awareness (finding)	9.0	0.6	1.0514	0.0	1.7523	0.1168	0.0	0.0	T033
C2183467	difficulty with sequential math steps	9.0	0.5625	1.0514	0.1168	3.7383	0.2336	0.1168	0.1168	T033
C0028325	nonverbal communication	8.9821	2.0678	58.7617	0.8178	32.4766	0.9346	0.9346	0.0	T041
C0746940	NONVERBAL	8.75	0.4605	4.0888	0.4673	4.4393	0.2336	0.1168	0.0	T033
C1444296	Occupational therapy assessment	8.75	1.0194	12.2664	0.3505	12.0327	0.3505	0.4673	0.0	T058
C0427008	Stiffness	8.6667	1.0541	9.1121	0.7009	4.3224	0.3505	0.3505	0.2336	T184
C2231354	ADHD, predominantly hyperactive - impulsive	8.625	1.4552	32.243	3.7383	28.3879	4.7897	0.1168	0.0	T048
C0027849	NEUROLEPTIC MALIGNANT SYNDROME	8.625	0.6161	8.0607	0.9346	3.271	0.2336	0.0	0.0	T047
C0679475	emotional outbursts	8.5556	1.4808	8.9953	1.0514	6.0748	1.0514	0.1168	0.0	T048
C0516654	Refrains from verbal outbursts	8.5	2.3182	1.986	0.2336	1.285	0.3505	0.0	0.0	T033
C0034880	Hyperacuses	8.5	3.9231	1.986	0.2336	1.5187	0.7009	0.1168	0.1168	T184
C2371976	Combining words into phrases	8.5	1.5	1.986	0.2336	1.986	0.3505	0.0	0.0	T041
C2945790	Evaluates neurological status	8.5	3.4	1.986	0.1168	2.3364	0.4673	0.2336	0.0	T058
